Categoria,ID,Nombre,Descripcion,Precio,Emoji,Foto,Disponible
"Equipos para mantenimiento y reparaciones","1262","Estación de trabajo mixta (cautin + pistola de calor) SUGON 212","Estación  2 en 1 con brazo de aire caliente y cautin, manejan memorias de 3 canales independientes y calibración  por medio del sistema. 
Especificaciones técnicas:
Material T12
Potencia máxima: 760W
Voltaje de la fuente de alimentación: CA 220V ~ 50Hz / 110V ~ 60Hz
Rango de temperatura de la pistola de calor: 100 °C-500 °C/ 212 °F-932 °F
Modo de aire: motor que contiene aceite
Flujo de aire: 34-100L/min
Temperatura del soldador: 200 °C-500 °C/ 392 °F-932 °F
Potencia del soldador: 60W
Alimentación: 110-240 Vac 60Hz","0.00","🛠️","https://systisen.com/wp-content/uploads/2025/08/36.-Estacion-de-trabajo-mixta-cautin-pistola-de-calor_Sugon-212.jpg","FALSE"
"Equipos de medicion","1261","Osciloscopio Rigol  4 canales","Osciloscopio digital RIGOL de alta precisión, 4 canales y ancho de banda 50 MHz, pantalla de 7 pulgadas 800&#215;480 pixeles, frecuencia de muestreo 1GS/s, puerto USB.
Especificaciones técnicas:
Ancho de banda: 50MHz
Número de canales: 4
Tasa de muestreo: 1 GS/s
Tiempo de respuesta: menor o igual 3 ns
Escala Horizontal: 1ns/div – 1000 s/div, pasos de 1- 2-5
Pantalla: 7 pulg, color LCD, 800&#215;480 pixeles
Canales: 2 canales
Acoplamiento: DC-AC-Ground
Impedancia de entrada: 1Mohmio ±2%, en paraelo con 16 pF± 5pf
Máximo voltaje de entrada: 400 V ac/dc (Pico-Pico)
Ganancia DC: ±3%
Almacenamiento: 24 M
Sensibilidad Vertical: 5 mv/div – 5 V/div
Tipo Trigger: Edge- Video, rise, fall, Timeout, Alternate, Event-Delay (4 nseg a 10 seg)
Modo Trigger: Automático, normal, simmple
Funciones: Periodo, frecuencia, Promedio, Valor Pico Pico, RMS, Valor Máximo, Valor Mínimo. Base, Amplitud, Sobrepico, subpico, Tiempo de rizado, Tiempo de falla, +Pulso activo, -Pulso activo, Ciclo, +Ciclo, -Clico, Delay, Ciclo RMS, Area, Rise Edge
Funciones matemáticas: suma, resta, multiplicación, división, FFT, FFT rms, FFT espectral
Puerto de comunicación: USB 2.0
Voltaje: 100-240 Vac, 50/60 Hz, Clase II
Incluye:   
1 Osciloscopio Rigol 4 canales
4 sonda de medición con atenuación
 1 cable USB","0.00","📟","https://systisen.com/wp-content/uploads/2025/08/33.-Osciloscopio-Generador-de-funciones-Hantek_F.jpg","FALSE"
"Equipos de medicion","1260","Osciloscopio Rigol 200 Mhz 2 Ch","Osciloscopio digital RIGOL de 2 canales, ancho de banda 200 MHz, pantalla de 7 pulgadas 800&#215;480 pixeles, frecuencia de muestreo 1GS/s, puerto USB.
Ideal para sistemas UHF/VHF; alta frecuencia.
Especificaciones técnicas:
Ancho de banda: 1-200MHz
Número de canales: 2
Tasa de muestreo: 1 GS/s
Tiempo de respuesta: menor o igual 3.5 ns
Escala Horizontal: 2ns/div – 1000 s/div, pasos de 1- 2-5
Pantalla: 7 pulg, color LCD, 800&#215;480 pixeles
Canales: 2 canales
Acoplamiento: DC-AC-Ground
Impedancia de entrada: 1Mohmio ±2%, en paraelo con 20 pF± 5pf
Máximo voltaje de entrada: 400 V ac/dc (Pico-Pico)
Ganancia DC: ±3%
Almacenamiento: 10K
Sensibilidad Vertical: 5 mv/div – 5 V/div
Tipo Trigger: Edge- Video
Modo Trigger: Automático, normal, simmple
Funciones: Periodo, frecuencia, Promedio, Valor Pico Pico, RMS, Valor Máximo, Valor Mínimo. Base, Amplitud, Sobrepico, subpico, Tiempo de rizado, Tiempo de falla, +Pulso activo, -Pulso activo, Ciclo, +Ciclo, -Clico, Delay, Ciclo RMS, Area, Rise Edge
Funciones matemáticas: suma, resta, multiplicación, división, FFT
Puerto de comunicación: USB 2.0
Voltaje: 100-240 Vac, 50/60 Hz, Clase II
Incluye:   
1 Osciloscopio Rigol 200 Mhz, 2Ch
2 Sonda de medición
 1 Cable USB
 1 Manual de usuario","0.00","📟","https://systisen.com/wp-content/uploads/2025/08/34.-Oscilocopio-Rigol-200-Mhz-2-Ch_F.jpg","TRUE"
"Equipos de medicion","1259","Osciloscopio + Generador de funciones Hantek 100 Mhz 2 Ch","Osciloscopio digital de 2 canales con generador de onda, ancho de banda 100 MHz, pantalla de 7 pulgadas 800&#215;480 pixeles, frecuencia de muestreo 1GS/s, puerto USB.
Especificaciones técnicas:
Ancho de banda: 1-100MHz
Número de canales: 2
Tasa de muestreo: 1 GS/s
Tiempo de respuesta: menor o igual 3.5 ns
Escala Horizontal: 2ns/div – 1000 s/div, pasos de 1- 2-5
Pantalla: 7 pulg, color LCD, 800&#215;480 pixeles
Canales: 2 canales
Acoplamiento: DC-AC-Ground
Impedancia de entrada: 1Mohmio ±2%, en paraelo con 20 pF± 5pf
Máximo voltaje de entrada: 400 V ac/dc (Pico-Pico)
Ganancia DC: ±3%
Almacenamiento: 64 M
Sensibilidad Vertical: 5 mv/div – 5 V/div
Tipo Trigger: Edge- Video
Modo Trigger: Automático, normal, simmple
Funciones: Periodo, frecuencia, Promedio, Valor Pico Pico, RMS, Valor Máximo, Valor Mínimo. Base, Amplitud, Sobrepico, subpico, Tiempo de rizado, Tiempo de falla, +Pulso activo, -Pulso activo, Ciclo, +Ciclo, -Clico, Delay, Ciclo RMS, Area, Rise Edge
Funciones matemáticas: suma, resta, multiplicación, división, FFT
Puerto de comunicación: USB 2.0
Voltaje: 100-240 Vac, 50/60 Hz, Clase II
Generador de onda:
Tasa de muestreo: 200 MS/s
Tipos de formas de onda: Onda sinusoidal, cuadrada, triangular, trapezoidal, pulso, DC, arbitrarias programables.
Rango de voltaje: -3.5 a + 3.5 V
Frecuencia de estabilidad: menor a 30ppm
Impedancia de salida: 50 ohmios
Corriente de salida: 50 mA pico
Distorsión armónica: -50 dB (1kHz), -40 dB (10kHz)
Frecuencia de onda: 25 MHz
Incluye:   
1 Osciloscopio + Generador de Funciones Hantek 100 Mhz 2Ch
2 Puntas de prueba para osciloscopio
1 Cable usb","0.00","📟","https://systisen.com/wp-content/uploads/2025/08/34.-Oscilocopio-Rigol-200-Mhz-2-Ch_F.jpg","FALSE"
"Equipos de medicion","1258","Multímetro + Osciloscopio 2 canales – 40 Mhz Hantek 2C","Osciloscopio Digital HANTEK + Multímetro 2 canales portátil, analiza la forma de onda directa, rápida y precisa, pantalla a color de alta definición 3.5 pulg
Funciones de medición del multímetro: voltaje de CA/CC, corriente de CA/CC, resistencia, capacitancia, frecuencia, ciclo de trabajo, prueba de diodo, prueba de continuidad.
Almacenamiento: Almacenamiento en masa, 100 datos/10 formas de onda.
Triple seguridad: Tubo de doble seguro, 500mA/250V, 10A/250V. Voltaje de entrada superior a 24V.
Especificaciones técnicas:
Osciloscopio:
Número de canales: 2
Ancho de Banda: 40 Mhz
Tasa de muestreo: 250 Ms/s canal simple; 125 Ms/s canal doble
Acoplamiento de entrada: AC/DC/Tierra
Impedancia de entrada: 1Mohmio ±2%, en paralelo con 16pF±10pF
Atenuación de entrada: 1X, 10X, 100X, 1000X
Voltaje máximo de entrada: 400 V pico
Funciones: Periodo, frecuencia, Promedio, Valor Pico Pico, RMS, Valor Máximo, Valor Mínimo. Base, Amplitud, Sobrepico, subpico, Tiempo de rizado.
Multimetro:
Voltaje de entrada: 0-400 V AC/DC
Corriente: 0-10 Amp AC/DC
Resistencia: 0-100M ohmios
Capacitancia: 20nF- 2.000mF
Prueba de continuidad
Prueba de diodo
True RMS
Batería recargable de 6 horas de funcionamiento continuo (3 W- 4400 mAh)
Incluye:
1 Osciloscopio multímetro Hantek 40Mhz 2C
1 puntas de prueba con atenuación
2 conectores para multímetro 400 V máx
1 estuche","0.00","📟","https://systisen.com/wp-content/uploads/2025/08/31.-Multimetro-Osciloscopio-2-canales_50Mhz-Zoyi-2C.jpg","FALSE"
"Equipos de medicion","1257","Multímetro + Osciloscopio 2 canales – 50 Mhz ZOYI 2C","Multímetro + Osciloscopio 2 canales
Multímetro con osciloscopio 2 en 1, portátil con batería recargable; 2 canales y verdadero valor RMS
Especificaciones técnicas:
Osciloscopio:
Número de canales: 2 canales
Ancho de banda: 50 MHz
Tasa de muestreo: 280 MSa/s
Sensibilidad: 20mV/div  &#8211; 10V/diV
Ganancia DC: +/- 3%
Parámetros de medición: Periodo, frecuencia, valor pico pico, valor máximo, valor mínimo, valor RMS
Multímetro:
Voltaje DC:  1.000 V   precisión +/- 0.5% + 3
Voltaje AC: 750 Vac precisión +/- 0.5% +3
Resistencia: 0- 1 M ohmio
Capacitancia: 99.99 m F
Frecuencímetro: 40 – 1 Khz
Temperatura: Termocupla -20 a 1000 ºC
Batería: 3.7 V batería de litio 2000 mA
Verdadero valor RMS
Incluye:
1 Multímetro + Osciloscopio 2 canal – 50 Mhz ZOYI 2C
1 Juego de cables para multímetro
1 cable termocupla
2 punta prueba para osciloscopio 60 Mhz (1x-10x)
1 estuche","0.00","📟","https://systisen.com/wp-content/uploads/2025/08/31.-Multimetro-Osciloscopio-2-canales_50Mhz-Zoyi-2C.jpg","FALSE"
"Equipos de medicion","1256","Multímetro + Osciloscopio 1 canal – 25 Mhz ZOYI 1C","Multímetro + Osciloscopio 1 canal
Multímetro con osciloscopio 2 en 1, portátil con batería recargable; 1 canal y verdadero valor RMS
Especificaciones técnicas:
Osciloscopio:
Número de canales: 1 canal
Ancho de banda: 10 MHz
Tasa de muestreo: 280 MSa/s
Sensibilidad: 20mV/div  &#8211; 10V/diV
Ganancia DC: +/- 3%
Parámetros de medición: Periodo, frecuencia, valor pico pico, valor máximo, valor mínimo, valor RMS
Multímetro:
Voltaje DC:  1.000 V   precisión +/- 0.5% + 3
Voltaje AC: 750 Vac precisión +/- 0.5% +3
Resistencia: 0- 1 M ohmio
Capacitancia: 99.99 m F
Frecuencímetro: 40 – 1 Khz
Temperatura: Termocupla -20 a 1000 ºC
Batería: 3.7 V batería de litio 2000 mA
Verdadero valor RMS
Incluye:
1 Multímetro + Osciloscopio 1 canal – 25 Mhz ZOYI 1C
1 Juego de cables para multímetro
1 cable termocupla
1 punta prueba para osciloscopio 60 Mhz (1x-10x)
1 estuche","0.00","📟","","FALSE"
"Equipos de medicion","1255","Multímetro multirango para reparación de smartphone SUNSHINE DT-17N","Multímetro SUNSHINE multirango; utilizado para reparaciones de celulares, laptops, tarjetas electrónicas.
Especificaciones técnicas:
Voltaje AC: 0-750 Vac
Voltaje DC: 0-1000 Vdc
Corriente AC/DC: 0-10 Amp
Resistencia: 0-60 M ohmios
Capacitancia: 0-6000 UF
Frecuencímetro: 10-20 MHz
Temperatura: -20 a 1000 C
Funciones: Diodo, continuidad, multirango
Alimentación: 2 baterías AA (no incluidas)
Incluye:
1 Multímetro SUNSHINE multirango DT-17N
1 Juego de cables","35.00","📟","https://systisen.com/wp-content/uploads/2025/08/29.-Multimetro-multirango_Sunshine-DT-17N.jpg","TRUE"
"Equipos de medicion","1254","Multímetro multirango para reparación de smartphone SUNSHINE DT-19N mini","Multímetro SUNSHINE multirango; utilizado para reparaciones de celulares, laptops, tarjetas electrónicas.
Especificaciones técnicas:
Voltaje AC: 0-750 Vac
Voltaje DC: 0-1000 Vdc
Corriente AC/DC: 0-10 Amp
Resistencia: 0-60 M ohmios
Capacitancia: 0-6000 UF
Frecuencímetro: 10-20 MHz
Temperatura: -20 a 1000 C
Funciones: Diodo, continuidad, multirango
Alimentación: 2 baterías AA (no incluidas)
Incluye:
1 Multímetro SUNSHINE multirango DT-19N mini
1 Juego de cables","25.00","📟","https://systisen.com/wp-content/uploads/2025/08/28.-Multimetro-multirango_Sunshine-DT-19N-mini.jpg","TRUE"
"Fuentes de voltaje","1253","Fuente de voltaje regulado doble canal 30 VDC – 10AMP/20AMP","Fuente de voltaje regulada doble salida; voltaje de salida 0 – 30 VDC corriente 0 – 10 ADC; fuente de tecnología Switching.
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
Especificaciones técnicas:
Voltaje de salida: 0 – 30 Vdc doble (0-60 Vdc en función serie)
Corriente Máxima de salida: 0- 10 Amp  – (20 Amp función paralelo)
Modos de trabajo: independiente, serie o paralelo
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 1% + 30 mV
Estabilidad de voltaje en carga: menor a 1% + 30 mV
Rizado de voltaje: menor a 50 mVrms
Estabilidad de corriente: menor a 1% + 30mA
Estabilidad de corriente en carga: menor a 1% + 30mA
Rizado de corriente: menor a 50 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc
1 Puerto USB 5V/2 Amp
Incorpora 4 memorias (M1, M2, M3 Y M4) programables de fácil acceso
Botón de bloqueo de seguridad
Dimensiones: 30x13x16 cm
Peso 2,6 Kg.","0.00","🔋","https://systisen.com/wp-content/uploads/2025/08/26.-Fuente-voltaje-doble-30-VDC-–-5AMP_10AMP_F.jpg","TRUE"
"Fuentes de voltaje","1252","Fuente de voltaje regulado 30VDC – 30AMP","Fuente de voltaje regulada; voltaje de salida 0 – 30 VDC corriente 0 – 30 ADC; fuente de tecnología Switching.
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
Especificaciones técnicas:
Voltaje de salida: 0 – 30 Vdc
Corriente Máxima de salida: 0- 30 Amp
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 0.1% + 3 mV
Estabilidad de voltaje en carga: menor a 0.5% + 3 mV
Rizado de voltaje: menor a 30 mVrms
Estabilidad de corriente: menor a 0.2% + 3mA
Estabilidad de corriente en carga: menor a 0.2% + 3mA
Rizado de corriente: menor a 20 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc","0.00","🔋","https://systisen.com/wp-content/uploads/2025/08/25.-Fuente-Voltaje-Regulado-30VDC-30AMP_F.jpg","FALSE"
"Fuentes de voltaje","1251","Fuente de voltaje regulado 30VDC – 20AMP","Fuente de voltaje regulada; voltaje de salida 0 – 30 VDC corriente 0 – 20 ADC; fuente de tecnología Switching.
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
Especificaciones técnicas:
Voltaje de salida: 0 – 30 Vdc
Corriente Máxima de salida: 0- 20 Amp
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 0.1% + 3 mV
Estabilidad de voltaje en carga: menor a 0.5% + 3 mV
Rizado de voltaje: menor a 30 mVrms
Estabilidad de corriente: menor a 0.2% + 3mA
Estabilidad de corriente en carga: menor a 0.2% + 3mA
Rizado de corriente: menor a 20 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc","0.00","🔋","https://systisen.com/wp-content/uploads/2025/08/25.-Fuente-Voltaje-Regulado-30VDC-30AMP_F.jpg","TRUE"
"Fuentes de voltaje","1250","Fuente de voltaje regulado SUGON 30 VDC – 10AMP","Fuente de voltaje regulada; voltaje de salida 0 – 30 VDC corriente 0 – 10 ADC; fuente de tecnología Switching con transformador toroidal
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
El transformador toroidal es más robusto ante fuentes tipo switching; proporciona más estabilidad de voltaje, menor ruido de salida, y más robusto para trabajo pesado y largas jornadas.
Especificaciones técnicas:
Voltaje de salida: 0 – 30 Vdc
Corriente Máxima de salida: 0- 10 Amp
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 0.1% + 3 mV
Estabilidad de voltaje en carga: menor a 0.5% + 3 mV
Rizado de voltaje: menor a 30 mVrms
Estabilidad de corriente: menor a 0.2% + 3mA
Estabilidad de corriente en carga: menor a 0.2% + 3mA
Rizado de corriente: menor a 20 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc
1 Puerto USB 5V/2A
Dimensiones: 24&#215;8.5&#215;13.9cm
Peso 4,5 Kg.","0.00","🔋","https://systisen.com/wp-content/uploads/2025/08/23.-Fuente-SUGON-30-VDC-–-10AMP_F.jpg","FALSE"
"Fuentes de voltaje","1249","Fuente de voltaje regulado 30 Vdc – 10 Amp","Fuente de voltaje regulada; voltaje de salida 0 – 30 VDC corriente 0 – 10 ADC; fuente de tecnología Switching.
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
Especificaciones técnicas:
Voltaje de salida: 0 – 30 Vdc
Corriente Máxima de salida: 0- 10 Amp
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 0.1% + 3 mV
Estabilidad de voltaje en carga: menor a 0.5% + 3 mV
Rizado de voltaje: menor a 30 mVrms
Estabilidad de corriente: menor a 0.2% + 3mA
Estabilidad de corriente en carga: menor a 0.2% + 3mA
Rizado de corriente: menor a 20 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc
1 Puerto USB 5V/2A
Dimensiones: 24&#215;8.5&#215;13.9cm
Peso 1,23 Kg.","105.00","🔋","https://systisen.com/wp-content/uploads/2025/08/22.-Fuente-de-voltaje-30-Vdc-–-10-Amp_F.jpg","TRUE"
"Fuentes de voltaje","1248","Fuente de voltaje regulado SUGON  30VDC – 5AMP","Fuente de voltaje regulada; voltaje de salida 0 – 30 VDC corriente 0 – 5 ADC; fuente de tecnología Switching con transformador toroidal
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
El transformador toroidal es más robusto ante fuentes tipo switching; proporciona más estabilidad de voltaje, menor ruido de salida, y más robusto para trabajo pesado y largas jornadas.
Especificaciones técnicas:
Voltaje de salida: 0 – 30 Vdc
Corriente Máxima de salida: 0- 5 Amp
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 0.1% + 3 mV
Estabilidad de voltaje en carga: menor a 0.5% + 3 mV
Rizado de voltaje: menor a 30 mVrms
Estabilidad de corriente: menor a 0.2% + 3mA
Estabilidad de corriente en carga: menor a 0.2% + 3mA
Rizado de corriente: menor a 20 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc
1 Puerto USB 5V/2A
Dimensiones: 24&#215;8.5&#215;13.9cm
Peso 3,8 Kg.","0.00","🔋","https://systisen.com/wp-content/uploads/2025/08/21.-Fuente-de-voltaje-regulado_SUGON-3005D.jpg","FALSE"
"Fuentes de voltaje","1247","Fuente de voltaje regulado 30 Vdc – 5 Amp","Fuente de voltaje regulada; voltaje de salida 0 – 30 VDC corriente 0 – 5 ADC; fuente de tecnología Switching.
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
Especificaciones técnicas:
Voltaje de salida: 0 – 30 Vdc
Corriente Máxima de salida: 0- 5 Amp
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 0.1% + 3 mV
Estabilidad de voltaje en carga: menor a 0.5% + 3 mV
Rizado de voltaje: menor a 30 mVrms
Estabilidad de corriente: menor a 0.2% + 3mA
Estabilidad de corriente en carga: menor a 0.2% + 3mA
Rizado de corriente: menor a 20 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc
Dimensiones: 24&#215;8.5&#215;15.5 cm
Peso 1,23 Kg.","85.00","🔋","https://systisen.com/wp-content/uploads/2025/08/20.-Fuente-de-voltaje-regulado-30-Vdc-5Amp.jpg","TRUE"
"Fuentes de voltaje","1246","Fuente de voltaje regulado 32 Vdc – 6 Amp","Fuente de voltaje regulada; voltaje de salida 0 – 32 VDC corriente 0 – 6 ADC; fuente de tecnología Switching.
Ideal para laboratorios de mantenimiento, reparación y electrónica aplicada.    
Especificaciones técnicas:
Voltaje de salida: 0 – 32 Vdc
Corriente Máxima de salida: 0- 6 Amp
Voltaje de entrada: 115 – 230 Vac (+10%)  50/60 Hz
Estabilidad de voltaje: menor a 0.1% + 3 mV
Estabilidad de voltaje en carga: menor a 0.5% + 3 mV
Rizado de voltaje: menor a 30 mVrms
Estabilidad de corriente: menor a 0.2% + 3mA
Estabilidad de corriente en carga: menor a 0.2% + 3mA
Rizado de corriente: menor a 20 mA rms
Resolución de programación: 0.01 Vdc  0.001 Adc
1 Puerto USB 5V/2A
Dimensiones: 24&#215;8.5&#215;13.9cm
Peso 1,23 Kg.","90.00","🔋","https://systisen.com/wp-content/uploads/2025/08/19.-Fuente-de-voltaje-regulado_32Vdc-6Amp.jpg","TRUE"
"Componentes electrónicos","1245","Servomotor MG996R &#8211; 180 grados T=13 Kg","El servo MG996R Tower Pro destaca por su buen torque (13Kg), engranajes metálicos y gran robustez.  Es utilizado principalmente en proyectos de robótica, como brazos robóticos y robots bípedos. Puede rotar aproximadamente 180 grados (90° en cada dirección).
Para su uso con Arduino, recomendamos conectar el cable naranja al pin 9 o 10 y usar la Librería “Servo” incluida en el IDE de Arduino. Para la posición 0° el pulso es de 0.6ms, para 90° es de 1.5ms y para 180° 2.4ms.
Posee un conector universal tipo “S” que encaja perfectamente en la mayoría de los receptores de radio control incluyendo los Futaba, JR, GWS, Cirrus, Hitec y otros. Los cables en el conector están distribuidos de la siguiente forma: Cafe = Tierra (GND),  Rojo = VCC (5V),  Naranja = Señal de control (PWM).
Se recomienda alimentar por separado el microcontrolador y los servos, ya que el ruido eléctrico puede dar lugar a errores en la ejecución del programa, o en todo caso agregar un capacitor de 100uF entre 5V y GND
Modelo: MG996R
Torque: 10.4kg/cm (4.8V), 13kg/cm (6V)
Voltaje de operación: 4.8 – 7.2V
Velocidad de Operación (4.8V sin carga): 0.2 seg / 60 grados
Velocidad de Operación (6V sin carga): 0.16 seg / 60 grados
Tamaño: 40,6 x 19,8 x 42,9 mm
Peso: 55g
Plug: JR, FUTABA general
Angulo de Rotación: 180° máximo
Material engranajes: Metal
Pulso ciclo: 20mS
Ancho del pulso: entre 600uS y 2400uS
Rango de Temperatura: -30 a +60 °C","9.00","🔌","https://systisen.com/wp-content/uploads/2025/08/18.-Servomotor-MG996R_F.jpg","TRUE"
